date,product_sales,stock_price,product_price
2015-10-09 00:00:00,42,1484,1.48
2015-10-10 00:00:00,95,1389,1.48
2015-10-11 00:00:00,85,1304,1.48
2015-10-12 00:00:00,140,1356,1.47
2015-10-13 00:00:00,80,1276,1.48
2015-10-14 00:00:00,91,1185,1.48
2015-10-15 00:00:00,65,1120,1.48
2015-10-16 00:00:00,166,1146,1.48
2015-10-17 00:00:00,137,1297,1.48
2015-10-18 00:00:00,174,1123,1.48
2015-10-19 00:00:00,120,1291,1.48
2015-10-20 00:00:00,93,1198,1.78
2015-10-21 00:00:00,100,1096,1.78
2015-10-22 00:00:00,137,1055,1.27
2015-10-23 00:00:00,241,1006,1.27
2015-10-24 00:00:00,113,893,1.27
2015-10-25 00:00:00,257,636,1.28
2015-10-26 00:00:00,166,474,1.28
2015-10-27 00:00:00,162,312,1.28
2015-10-28 00:00:00,247,1121,1.28
2015-10-29 00:00:00,70,1435,1.78
2015-10-30 00:00:00,139,1296,1.35
2015-10-31 00:00:00,195,1293,1.34
2015-11-01 00:00:00,206,1087,1.34
2015-11-02 00:00:00,268,819,1.35
2015-11-03 00:00:00,59,760,1.35
2015-11-04 00:00:00,99,1237,1.34
2015-11-05 00:00:00,63,1366,1.75
2015-11-06 00:00:00,77,1577,1.76
2015-11-07 00:00:00,232,1345,2.18
2015-11-08 00:00:00,157,1188,2.18
2015-11-09 00:00:00,107,1081,2.19
2015-11-10 00:00:00,57,1023,2.18
2015-11-11 00:00:00,95,930,2.18
2015-11-12 00:00:00,86,844,2.19
2015-11-13 00:00:00,102,742,2.19
2015-11-14 00:00:00,184,846,1.79
2015-11-15 00:00:00,138,708,1.79
2015-11-16 00:00:00,106,698,2.19
2015-11-17 00:00:00,89,609,2.19
2015-11-18 00:00:00,107,502,2.19
2015-11-19 00:00:00,78,424,2.19
2015-11-20 00:00:00,185,238,2.19
2015-11-21 00:00:00,151,87,2.19
2015-11-22 00:00:00,97,0,2.19
2015-11-23 00:00:00,76,0,2.19
2015-11-24 00:00:00,140,0,2.19
2015-11-25 00:00:00,137,0,2.67
2015-11-26 00:00:00,84,0,2.69
2015-11-27 00:00:00,0,0,2.69
2015-11-28 00:00:00,7,0,2.69
2015-11-29 00:00:00,5,0,2.69
2015-11-30 00:00:00,22,0,2.69
2015-12-01 00:00:00,36,0,2.29
2015-12-02 00:00:00,36,1655,2.29
2015-12-03 00:00:00,38,2001,2.29
2015-12-04 00:00:00,95,1905,2.29
2015-12-05 00:00:00,108,1893,2.25
2015-12-06 00:00:00,70,1823,2.29
2015-12-07 00:00:00,78,1745,2.29
2015-12-08 00:00:00,77,1668,2.29
2015-12-09 00:00:00,76,1880,2.29
2015-12-10 00:00:00,59,1821,2.29
2015-12-11 00:00:00,42,1779,2.29
2015-12-12 00:00:00,142,1637,2.29
2015-12-13 00:00:00,116,1521,2.29
2015-12-14 00:00:00,57,1848,2.29
2015-12-15 00:00:00,167,1681,2.29
2015-12-16 00:00:00,154,1527,2.29
2015-12-17 00:00:00,139,1964,1.39
2015-12-18 00:00:00,192,1772,1.39
2015-12-19 00:00:00,295,2533,1.39
2015-12-20 00:00:00,311,2222,1.39
2015-12-21 00:00:00,251,1971,1.39
2015-12-22 00:00:00,377,1594,1.39
2015-12-23 00:00:00,410,1184,1.39
2015-12-24 00:00:00,161,1023,1.39
2015-12-25 00:00:00,0,1023,1.39
2015-12-26 00:00:00,212,811,1.39
2015-12-27 00:00:00,106,705,1.39
2015-12-28 00:00:00,100,604,1.39
2015-12-29 00:00:00,9,595,1.39
2015-12-30 00:00:00,0,595,1.39
2015-12-31 00:00:00,0,595,1.39
2016-01-01 00:00:00,0,595,1.39
2016-01-02 00:00:00,3,592,1.39
2016-01-03 00:00:00,0,592,2.29
2016-01-04 00:00:00,0,592,1.46
2016-01-05 00:00:00,3,589,1.46
2016-01-06 00:00:00,3,586,1.46
2016-01-07 00:00:00,0,586,1.46
2016-01-08 00:00:00,2,584,1.46
2016-01-09 00:00:00,0,584,1.46
2016-01-10 00:00:00,3,581,1.46
2016-01-11 00:00:00,0,581,1.46
2016-01-12 00:00:00,103,478,1.46
2016-01-13 00:00:00,164,314,1.46
2016-01-14 00:00:00,118,196,1.46
2016-01-15 00:00:00,65,131,1.46
2016-01-16 00:00:00,24,107,1.46
2016-01-17 00:00:00,0,107,1.46
2016-01-18 00:00:00,1,106,1.46
2016-01-19 00:00:00,0,106,1.46
2016-01-20 00:00:00,1,105,1.46
2016-01-21 00:00:00,60,3213,1.46
2016-01-22 00:00:00,103,3110,1.35
2016-01-23 00:00:00,263,2847,1.39
2016-01-24 00:00:00,189,2658,1.39
2016-01-25 00:00:00,197,2461,1.39
2016-01-26 00:00:00,105,2356,1.46
2016-01-27 00:00:00,129,2227,1.46
2016-01-28 00:00:00,144,2083,1.46
2016-01-29 00:00:00,173,1910,1.79
2016-01-30 00:00:00,293,1617,1.79
2016-01-31 00:00:00,219,1398,1.79
2016-02-01 00:00:00,131,1267,1.79
2016-02-02 00:00:00,184,1083,1.79
2016-02-03 00:00:00,266,817,1.79
2016-02-04 00:00:00,98,815,2.18
2016-02-05 00:00:00,67,1420,2.29
2016-02-06 00:00:00,85,1335,2.29
2016-02-07 00:00:00,78,1257,2.29
2016-02-08 00:00:00,71,1185,2.19
2016-02-09 00:00:00,113,1072,2.19
2016-02-10 00:00:00,138,1894,2.19
2016-02-11 00:00:00,98,1796,2.19
2016-02-12 00:00:00,96,1700,2.19
2016-02-13 00:00:00,190,1510,2.19
2016-02-14 00:00:00,105,1510,2.19
2016-02-15 00:00:00,25,1510,2.19
2016-02-16 00:00:00,47,1909,2.19
2016-02-17 00:00:00,63,1845,2.19
2016-02-18 00:00:00,39,1806,2.19
2016-02-19 00:00:00,35,1771,2.19
2016-02-20 00:00:00,77,1982,2.19
2016-02-21 00:00:00,60,1922,2.19
2016-02-22 00:00:00,52,1870,2.19
2016-02-23 00:00:00,51,1819,2.19
2016-02-24 00:00:00,37,1782,2.19
2016-02-25 00:00:00,42,1740,2.19
2016-02-26 00:00:00,89,1651,2.19
2016-02-27 00:00:00,217,1367,2.19
2016-02-28 00:00:00,197,1170,2.19
2016-02-29 00:00:00,81,1089,2.19
2016-03-01 00:00:00,58,1607,2.19
2016-03-02 00:00:00,120,1487,2.19
2016-03-03 00:00:00,64,1423,2.19
2016-03-04 00:00:00,64,1743,2.59
2016-03-05 00:00:00,76,1667,2.59
2016-03-06 00:00:00,86,1581,2.59
2016-03-07 00:00:00,98,1867,2.59
2016-03-08 00:00:00,53,1814,2.59
2016-03-09 00:00:00,38,1774,2.59
2016-03-10 00:00:00,46,1728,2.19
2016-03-11 00:00:00,45,1779,2.19
2016-03-12 00:00:00,67,1712,2.19
2016-03-13 00:00:00,52,1660,2.19
2016-03-14 00:00:00,24,1825,2.19
2016-03-15 00:00:00,51,1774,2.19
2016-03-16 00:00:00,127,1647,2.19
2016-03-17 00:00:00,75,1572,2.19
2016-03-18 00:00:00,62,1510,2.19
2016-03-19 00:00:00,128,1478,1.99
2016-03-20 00:00:00,138,1340,1.99
2016-03-21 00:00:00,74,1554,1.99
2016-03-22 00:00:00,73,1480,2.59
2016-03-23 00:00:00,100,1380,2.59
2016-03-24 00:00:00,71,1501,2.59
2016-03-25 00:00:00,99,1402,2.59
2016-03-26 00:00:00,102,1396,2.59
2016-03-27 00:00:00,57,1339,2.59
2016-03-28 00:00:00,23,1507,2.59
2016-03-29 00:00:00,35,1760,2.59
2016-03-30 00:00:00,59,1701,2.59
2016-03-31 00:00:00,41,1660,2.59
2016-04-01 00:00:00,68,1592,2.59
2016-04-02 00:00:00,84,1508,2.59
2016-04-03 00:00:00,42,1466,2.59
2016-04-04 00:00:00,95,1659,2.59
2016-04-05 00:00:00,85,1574,2.59
2016-04-06 00:00:00,102,1472,2.59
2016-04-07 00:00:00,111,1457,2.59
2016-04-08 00:00:00,113,1344,2.59
2016-04-09 00:00:00,208,1136,2.59
2016-04-10 00:00:00,148,988,2.59
2016-04-11 00:00:00,123,2017,2.59
2016-04-12 00:00:00,62,1955,2.59
2016-04-13 00:00:00,129,1825,2.59
2016-04-14 00:00:00,102,1723,2.59
2016-04-15 00:00:00,110,3917,2.59
2016-04-16 00:00:00,202,3715,2.59
2016-04-17 00:00:00,144,3571,2.59
2016-04-18 00:00:00,84,3487,2.59
2016-04-19 00:00:00,127,3360,1.89
2016-04-20 00:00:00,181,3179,1.89
2016-04-21 00:00:00,268,2911,1.89
2016-04-22 00:00:00,278,2636,1.89
2016-04-23 00:00:00,234,2402,1.89
2016-04-24 00:00:00,133,2269,1.89
2016-04-25 00:00:00,91,2178,1.89
2016-04-26 00:00:00,83,2095,2.59
2016-04-27 00:00:00,139,1956,2.59
2016-04-28 00:00:00,113,1843,2.59
2016-04-29 00:00:00,141,1702,2.59
2016-04-30 00:00:00,228,1474,2.59
2016-05-01 00:00:00,163,1311,2.59
2016-05-02 00:00:00,0,1605,2.59
2016-05-03 00:00:00,125,1768,2.57
2016-05-04 00:00:00,180,1876,2.59
2016-05-05 00:00:00,222,1846,1.88
2016-05-06 00:00:00,243,1602,1.89
2016-05-07 00:00:00,408,1196,1.89
2016-05-08 00:00:00,181,1014,1.89
2016-05-09 00:00:00,176,838,1.88
2016-05-10 00:00:00,178,660,1.89
2016-05-11 00:00:00,310,348,1.38
2016-05-12 00:00:00,134,213,1.89
2016-05-13 00:00:00,132,81,1.89
2016-05-14 00:00:00,1,80,1.89
2016-05-15 00:00:00,0,80,1.89
2016-05-16 00:00:00,0,80,2.59
2016-05-17 00:00:00,0,2383,2.59
2016-05-18 00:00:00,110,2262,2.59
2016-05-19 00:00:00,81,2181,2.59
2016-05-20 00:00:00,112,2069,2.59
2016-05-21 00:00:00,186,2069,2.59
2016-05-22 00:00:00,113,1770,2.59
2016-05-23 00:00:00,86,1684,2.59
2016-05-24 00:00:00,59,1817,2.59
2016-05-25 00:00:00,94,5946,2.59
2016-05-26 00:00:00,167,5779,2.59
2016-05-27 00:00:00,244,5535,2.59
2016-05-28 00:00:00,261,5273,2.59
2016-05-29 00:00:00,187,5085,2.59
2016-05-30 00:00:00,115,4970,2.59
2016-05-31 00:00:00,139,4831,2.59
2016-06-01 00:00:00,273,4558,2.59
2016-06-02 00:00:00,235,4323,2.59
2016-06-03 00:00:00,172,4151,2.59
2016-06-04 00:00:00,323,3828,2.59
2016-06-05 00:00:00,336,3492,2.59
2016-06-06 00:00:00,127,3365,2.59
2016-06-07 00:00:00,137,3228,2.59
2016-06-08 00:00:00,249,2979,2.59
2016-06-09 00:00:00,201,2778,2.59
2016-06-10 00:00:00,271,2507,1.81
2016-06-11 00:00:00,512,2187,1.65
2016-06-12 00:00:00,317,1870,1.66
2016-06-13 00:00:00,224,1646,1.66
2016-06-14 00:00:00,239,1407,1.63
2016-06-15 00:00:00,377,1182,1.63
2016-06-16 00:00:00,239,1423,1.69
2016-06-17 00:00:00,243,1756,1.66
2016-06-18 00:00:00,438,1318,1.66
2016-06-19 00:00:00,334,985,1.68
2016-06-20 00:00:00,149,836,2.59
2016-06-21 00:00:00,32,803,2.59
2016-06-22 00:00:00,39,2204,2.59
2016-06-23 00:00:00,42,2738,2.59
2016-06-24 00:00:00,64,2674,2.39
2016-06-25 00:00:00,170,2504,2.39
2016-06-26 00:00:00,132,2372,2.39
2016-06-27 00:00:00,123,2249,2.39
2016-06-28 00:00:00,78,2171,2.39
2016-06-29 00:00:00,130,2041,2.39
2016-06-30 00:00:00,141,1900,2.39
2016-07-01 00:00:00,247,1653,2.39
2016-07-02 00:00:00,322,1331,2.39
2016-07-03 00:00:00,196,1135,2.39
2016-07-04 00:00:00,172,963,2.39
2016-07-05 00:00:00,218,1413,2.39
2016-07-06 00:00:00,216,1965,2.39
2016-07-07 00:00:00,179,1882,2.39
2016-07-08 00:00:00,32,2234,2.39
2016-07-09 00:00:00,95,2139,2.39
2016-07-10 00:00:00,78,2061,2.39
2016-07-11 00:00:00,122,1939,2.39
2016-07-12 00:00:00,164,1967,1.89
2016-07-13 00:00:00,288,1670,1.89
2016-07-14 00:00:00,138,1532,1.89
2016-07-15 00:00:00,189,1343,1.89
2016-07-16 00:00:00,321,1022,1.89
2016-07-17 00:00:00,209,813,1.89
2016-07-18 00:00:00,161,1420,1.89
2016-07-19 00:00:00,157,1359,1.89
2016-07-20 00:00:00,283,1075,1.89
2016-07-21 00:00:00,60,1015,2.39
2016-07-22 00:00:00,98,917,2.39
2016-07-23 00:00:00,133,1550,2.39
2016-07-24 00:00:00,130,,2.39
2016-07-25 00:00:00,,,2.39
2016-07-26 00:00:00,,,2.39
2016-07-27 00:00:00,,,2.39
2016-07-28 00:00:00,,,2.39
2016-07-29 00:00:00,,,2.39
2016-07-30 00:00:00,,,2.39
2016-07-31 00:00:00,,,2.39
